,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
39840,47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success
39846,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,-1,0,unknown
39847,26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,-1,0,unknown
39849,37,admin.,married,secondary,no,597,no,no,cellular,2,jun,395,1,-1,0,unknown
39851,37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,-1,0,unknown
39852,34,management,married,tertiary,no,611,no,no,cellular,2,jun,350,1,-1,0,unknown
39854,53,management,married,unknown,no,2240,yes,no,cellular,2,jun,282,2,385,1,success
39856,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success
39859,44,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,-1,0,unknown
39863,29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown
39865,26,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,unknown
39866,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,596,1,-1,0,unknown
39867,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure
39872,43,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,-1,0,unknown
39874,52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,-1,0,unknown
39875,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success
39879,33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown
39881,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,unknown
39884,53,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,-1,0,unknown
39886,57,technician,married,primary,no,3376,yes,no,telephone,2,jun,421,2,-1,0,unknown
39888,39,technician,married,secondary,no,1587,yes,no,cellular,2,jun,171,3,-1,0,unknown
39889,42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success
39895,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure
39896,27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,1,120,1,success
39899,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown
39905,38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,1,95,7,success
39908,31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,-1,0,unknown
39910,29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,unknown
39913,49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure
39920,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other
39921,57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown
39925,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success
39931,37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,253,2,-1,0,unknown
39937,38,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,192,1,-1,0,unknown
39939,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure
39942,35,technician,married,tertiary,no,1354,no,no,cellular,2,jun,250,2,-1,0,unknown
39947,54,management,married,primary,no,2587,no,no,cellular,2,jun,236,2,-1,0,unknown
39951,29,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure
39952,52,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,unknown
39953,34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success
39954,60,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,-1,0,unknown
39955,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success
39957,40,student,single,secondary,no,595,yes,no,cellular,3,jun,406,2,-1,0,unknown
39958,54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,2,-1,0,unknown
39959,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown
39961,55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,-1,0,unknown
39966,29,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,-1,0,unknown
39968,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure
39970,33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown
39972,34,technician,married,tertiary,no,127,no,no,cellular,3,jun,117,1,-1,0,unknown
39973,52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,2,-1,0,unknown
39975,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown
39976,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown
39978,31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown
39979,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown
39982,25,student,single,tertiary,no,1189,no,no,cellular,3,jun,165,1,-1,0,unknown
39984,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown
39986,29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure
39988,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown
39990,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success
39996,30,management,single,tertiary,no,3340,no,no,cellular,3,jun,238,3,-1,0,unknown
39997,54,admin.,divorced,secondary,no,200,no,no,cellular,3,jun,170,1,-1,0,unknown
40005,39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown
40012,42,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,447,2,96,1,success
40018,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success
40019,57,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,unknown
40023,39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure
40025,40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119,9,failure
40031,25,blue-collar,single,secondary,no,389,no,no,cellular,3,jun,837,1,-1,0,unknown
40033,43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success
40034,36,technician,divorced,secondary,no,3158,yes,no,cellular,3,jun,144,2,-1,0,unknown
40035,25,management,single,tertiary,no,362,no,no,cellular,3,jun,617,2,-1,0,unknown
40036,39,technician,married,tertiary,no,1293,no,no,cellular,3,jun,140,2,-1,0,unknown
40039,32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other
40047,43,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,1,20,1,other
40049,50,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,-1,0,unknown
40053,35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success
40054,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,unknown
40055,42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure
40056,42,admin.,single,secondary,no,684,no,no,cellular,4,jun,207,1,-1,0,unknown
40060,27,management,married,secondary,no,2071,no,no,cellular,4,jun,449,1,-1,0,unknown
40061,27,services,single,secondary,no,339,no,no,cellular,4,jun,182,1,-1,0,unknown
40063,29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown
40065,29,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,-1,0,unknown
40067,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown
40068,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown
40070,41,services,married,secondary,no,0,yes,yes,cellular,4,jun,352,2,122,2,failure
40071,29,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,-1,0,unknown
40072,33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other
40074,32,management,married,tertiary,no,4945,no,no,cellular,4,jun,160,1,119,2,other
40076,43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure
40077,30,management,married,tertiary,no,419,yes,no,cellular,4,jun,194,1,-1,0,unknown
40079,38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success
40080,55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,unknown
40081,25,admin.,single,secondary,no,1871,no,no,cellular,4,jun,136,1,-1,0,unknown
40082,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,jun,81,2,391,3,failure
40083,41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure
40084,31,services,married,secondary,no,447,no,no,cellular,4,jun,327,3,77,3,success
40085,35,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure
40086,31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown
40087,25,services,single,secondary,no,594,no,no,cellular,4,jun,89,2,-1,0,unknown
40093,31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,1,97,2,success
40097,34,services,married,secondary,no,2918,no,yes,cellular,4,jun,246,1,196,2,success
40101,27,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,unknown
40102,30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown
40103,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure
40108,40,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure
40112,57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,unknown
40119,46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success
40122,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown
40124,28,management,single,secondary,no,171,no,no,cellular,5,jun,324,1,87,1,success
40127,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown
40128,35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success
40129,58,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown
40130,57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,-1,0,unknown
40131,44,technician,married,tertiary,no,1933,no,no,cellular,5,jun,462,1,-1,0,unknown
40132,25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,-1,0,unknown
40138,57,retired,married,secondary,no,1841,no,no,telephone,5,jun,302,1,-1,0,unknown
40139,25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success
40140,21,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,-1,0,unknown
40142,49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown
40143,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown
40144,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown
40146,28,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown
40149,37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown
40150,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other
40152,30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown
40153,35,management,single,tertiary,no,471,no,no,cellular,5,jun,276,2,-1,0,unknown
40157,35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown
40163,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success
40166,41,unemployed,single,primary,no,216,no,no,cellular,5,jun,577,3,-1,0,unknown
40169,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other
40170,30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,unknown
40171,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown
40172,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown
40175,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown
40177,53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown
40182,57,management,married,tertiary,no,256,no,no,cellular,5,jun,304,2,91,1,success
40183,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success
40184,36,services,married,primary,no,92,yes,no,cellular,5,jun,244,7,-1,0,unknown
40185,33,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown
40196,37,unknown,single,tertiary,no,0,no,no,cellular,8,jun,257,2,97,1,success
40199,46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success
40200,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown
40203,49,admin.,married,tertiary,no,6574,no,no,cellular,8,jun,138,3,-1,0,unknown
40204,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown
40205,34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown
40207,35,blue-collar,married,primary,no,1177,no,no,cellular,8,jun,243,4,-1,0,unknown
40208,35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,unknown
40212,32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success
40217,50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown
40218,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success
40219,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown
40220,41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure
40222,25,technician,single,tertiary,no,3630,no,no,telephone,9,jun,221,7,-1,0,unknown
40226,24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success
40228,42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,unknown
40231,25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown
40233,60,management,married,secondary,no,544,no,no,cellular,12,jun,95,7,357,2,failure
40244,40,self-employed,single,tertiary,no,10346,no,no,cellular,15,jun,491,2,207,1,other
40245,50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other
40247,34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441,1,56,1,other
40249,31,admin.,single,secondary,no,131,yes,no,cellular,15,jun,151,1,-1,0,unknown
40253,32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown
40257,60,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown
40258,32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown
40260,52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown
40262,34,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown
40264,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success
40267,56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown
40270,47,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown
40274,43,management,married,tertiary,no,3518,no,no,cellular,15,jun,181,2,-1,0,unknown
40275,25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown
40276,35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,-1,0,unknown
40277,31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other
40278,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown
40279,26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure
40282,37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success
40289,27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,2,-1,0,unknown
40294,49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,unknown
40298,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown
40299,37,technician,married,unknown,no,189,no,no,cellular,16,jun,162,2,-1,0,unknown
40301,28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown
40302,33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown
40305,31,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown
40308,28,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,1,-1,0,unknown
40323,32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown
40326,27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown
40330,59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success
40334,30,management,single,tertiary,no,8535,no,no,cellular,18,jun,393,2,-1,0,unknown
40337,30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown
40339,34,management,married,tertiary,no,443,no,no,cellular,18,jun,235,3,-1,0,unknown
40342,38,self-employed,single,tertiary,no,605,no,no,telephone,18,jun,1603,10,-1,0,unknown
40344,58,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown
40345,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure
40346,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other
40347,59,retired,married,primary,no,3648,no,no,telephone,19,jun,1321,3,-1,0,unknown
40349,49,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure
40350,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other
40355,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown
40363,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure
40366,61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success
40370,64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown
40373,37,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,1,109,3,failure
40375,68,retired,married,secondary,no,0,no,no,cellular,22,jun,586,1,-1,0,unknown
40379,58,admin.,married,secondary,no,4348,yes,no,cellular,23,jun,790,4,141,1,other
40383,71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,-1,0,unknown
40386,54,management,married,tertiary,no,1464,no,no,cellular,30,jun,157,1,-1,0,unknown
40392,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown
40393,22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown
40394,44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,unknown
40396,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown
40401,72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,65,1,success
40402,78,retired,divorced,primary,no,2787,no,no,telephone,1,jul,372,1,-1,0,unknown
40403,26,services,single,tertiary,no,0,no,yes,telephone,1,jul,261,4,-1,0,unknown
40404,69,retired,divorced,primary,no,482,no,no,cellular,2,jul,260,2,-1,0,unknown
40405,41,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,342,2,-1,0,unknown
40408,44,blue-collar,married,secondary,no,88,yes,no,cellular,2,jul,275,1,-1,0,unknown
40411,32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown
40412,79,retired,married,secondary,no,668,no,no,telephone,2,jul,363,1,-1,0,unknown
40413,33,technician,married,secondary,no,73,yes,no,cellular,2,jul,218,1,-1,0,unknown
40414,45,management,married,tertiary,no,1309,no,no,cellular,2,jul,367,1,-1,0,unknown
40417,40,management,married,tertiary,no,2763,yes,no,cellular,2,jul,566,1,395,2,success
40419,30,management,single,tertiary,no,536,no,no,cellular,2,jul,309,1,-1,0,unknown
40421,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,711,1,342,1,failure
40422,30,technician,single,secondary,no,930,no,no,cellular,2,jul,396,1,-1,0,unknown
40434,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success
40436,58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,-1,0,unknown
40437,28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,-1,0,unknown
40438,39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success
40439,31,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,135,2,49,3,failure
40440,45,admin.,married,unknown,no,5511,no,no,cellular,2,jul,272,1,-1,0,unknown
40441,56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown
40442,46,management,divorced,tertiary,no,1329,no,no,cellular,3,jul,247,2,-1,0,unknown
40443,56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown
40444,27,services,single,secondary,no,302,no,no,cellular,3,jul,203,1,-1,0,unknown
40446,30,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,1,80,1,success
40447,26,self-employed,single,tertiary,no,2857,no,no,cellular,3,jul,446,1,-1,0,unknown
40449,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown
40451,52,blue-collar,married,primary,no,1524,no,no,cellular,3,jul,1007,6,-1,0,unknown
40453,54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,unknown
40456,25,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,3,-1,0,unknown
40457,41,entrepreneur,married,primary,no,0,no,no,cellular,3,jul,438,2,389,1,other
40459,24,management,single,tertiary,no,507,no,no,cellular,3,jul,257,1,-1,0,unknown
40461,35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,unknown
40472,28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,308,2,-1,0,unknown
40477,62,management,married,tertiary,no,2785,no,no,cellular,6,jul,270,3,-1,0,unknown
40478,52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown
40479,23,services,single,secondary,no,870,no,no,cellular,6,jul,316,4,-1,0,unknown
40481,82,retired,married,primary,no,8603,no,no,cellular,7,jul,429,1,-1,0,unknown
40486,63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,1,-1,0,unknown
40488,32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown
40489,31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown
40490,48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success
40495,37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success
40497,40,technician,single,tertiary,no,431,no,no,cellular,7,jul,180,2,-1,0,unknown
40502,66,retired,married,secondary,no,203,no,no,cellular,7,jul,376,1,-1,0,unknown
40504,37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,-1,0,unknown
40506,38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,370,1,412,1,failure
40509,27,student,single,secondary,no,111,no,no,cellular,7,jul,495,2,-1,0,unknown
40513,58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown
40514,49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,unknown
40516,51,technician,married,secondary,no,6840,no,no,telephone,7,jul,257,1,-1,0,unknown
40521,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,62,1,failure
40522,31,management,single,tertiary,no,307,no,no,cellular,8,jul,361,1,229,2,failure
40523,38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure
40524,79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown
40526,71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,-1,0,unknown
40528,52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other
40537,55,management,married,unknown,no,3122,no,no,cellular,8,jul,349,1,-1,0,unknown
40543,46,blue-collar,married,secondary,no,922,yes,no,telephone,8,jul,576,1,-1,0,unknown
40546,28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown
40552,24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,210,5,-1,0,unknown
40555,22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,-1,0,unknown
40557,49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown
40559,20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown
40564,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown
40566,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,-1,0,unknown
40569,73,management,married,tertiary,no,1609,no,no,cellular,14,jul,169,2,-1,0,unknown
40570,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other
40574,59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,125,2,-1,0,unknown
40583,25,student,single,tertiary,no,58,no,no,cellular,24,jul,139,5,-1,0,unknown
40588,44,entrepreneur,single,unknown,no,323,no,no,cellular,28,jul,332,2,181,2,failure
40590,42,management,single,tertiary,no,11008,no,no,cellular,28,jul,822,6,405,1,success
40594,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown
40596,46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,573,5,-1,0,unknown
40609,25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success
40610,28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,-1,0,unknown
40611,61,retired,married,secondary,no,569,no,no,cellular,4,aug,219,1,-1,0,unknown
40613,52,admin.,married,secondary,no,1228,yes,yes,cellular,4,aug,218,1,-1,0,unknown
40615,57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown
40616,49,management,divorced,tertiary,no,914,no,no,cellular,4,aug,185,1,-1,0,unknown
40617,33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,-1,0,unknown
40618,47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success
40622,68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown
40624,40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success
40625,46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success
40629,29,technician,single,secondary,no,382,no,no,cellular,5,aug,409,4,-1,0,unknown
40630,55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success
40631,30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success
40632,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown
40634,48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success
40635,21,student,single,secondary,no,216,no,no,cellular,5,aug,414,1,-1,0,unknown
40636,45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,unknown
40640,43,management,married,tertiary,no,1791,no,no,cellular,5,aug,254,1,-1,0,unknown
40642,47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success
40643,27,management,single,tertiary,no,6791,no,no,cellular,5,aug,179,2,69,26,other
40647,20,student,married,unknown,no,292,no,no,cellular,5,aug,385,2,93,1,failure
40648,47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,226,3,97,2,failure
40650,37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success
40651,36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success
40653,61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,-1,0,unknown
